0.528773592169535,
0.2911340893924913,
0.18359482519568854,
0.17064127252763686,
0.06673720541729894,
-0.018313939313557945,
0.18335863785902834,
0.23647404714594028,
0.05036624368606498,
0.06409150200571591,
0.2661678461809921,
-0.1579384375849423,
-0.3920598361805297,
-0.08524581760461165,
0.019695917276452785,
0.18084679123642083,
-0.033425607489355316,
-0.15886620082400665,
0.308072909774291,
0.1882555520544818,
0.04536995838974401,
0.018980435486467828,
0.3039880372233065,
-0.1043395382128001,
